"New Category Structure from May 16, 2023 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","Smart Home Hubs","","","185068"
"","","","Smart Home Hub Accessories","","","185119"
"","","","Smart Home Hub Parts","","","260302"
"","","Smart Plugs","","","","185061"
"","","Other Smart Home Electronics","","","","185065"
"","Virtual Reality","","","","","183067"
"","","PC & Console VR Headsets","","","","183068"
"","","Smartphone VR Headsets","","","","183069"
"","","Standalone VR Headsets","","","","184645"
"","","Cases, Covers & Skins","","","","183070"
"","","Controllers & Motion Sensors","","","","183071"
"","","Parts","","","","183072"
"","","Other Virtual Reality Accs","","","","183073"
"","Portable Audio & Headphones","","","","","15052"
"","","Headphones","","","","112529"
"","","Headphone Accessories","","","","260318"
"","","Headphone Parts","","","","184618"
"","","iPods & MP3 Players","","","","73839"
"","","Portable Audio Accessories","","","","56169"
"","","","Accessory Bundles","","","73834"
"","","","Armbands","","","168093"
"","","","Cables & Adapters","","","56172"
"","","","Cases, Covers & Skins","","","56170"
"","","","Cassette Adapters","","","73835"
"","","","Chargers & Cradles","","","124270"
"","","","Device-Specific Batteries","","","118261"
"","","","Transmitters","","","73836"
"","","","Mini Plug-in Microphones","","","122654"
"","","","Mounts & Holders","","","131093"
"","","","Remotes","","","79877"
"","","","Screen Protectors","","","168096"
"","","","Other Portable Audio Accs","","","48680"
"","","Audio Docks & Mini Speakers","","","","111694"
"","","Personal Cassette Players","","","","15053"
"","","Personal CD Players","","","","15054"
"","","Personal MiniDisc Recorders","","","","15056"
"","","Portable AM/FM Radios","","","","96954"
"","","Portable Satellite Radios","","","","109256"
"","","Portable Stereos & Boomboxes","","","","48626"
"","","Replacement Parts & Tools","","","","163769"
"","TV, Video & Home Audio","","","","","32852"
"","","TV & Video","","","","184972"
"","","","TVs","","","11071"
"","","","Cable TV Boxes","","","39804"
"","","","DVD & Blu-ray Players","","","175711"
"","","","DVRs, Hard Drive Recorders","","","11725"
"","","","Home Theater Projectors","","","22610"
"","","","Satellite TV Receivers","","","96969"
"","","Home Audio","","","","184973"
"","","","Home Speakers & Subwoofers","","","14990"
"","","","Home Theater Systems","","","72406"
"","","","Home Audio Components","","","14969"
"","","","","Cassette Tape Decks","","48645"
"","","","","CD Players & Recorders","","14971"
"","","","","MiniDisc Decks","","4786"
"","","","","Radio Tuners","","22635"
"","","","","Record Players/Home Turntables","","48647"
"","","","","Stereo Component Combos","","175708"
"","","","","Other Home Stereo Components","","81741"
"","","","Receivers & Amplifiers","","","184974"
"","","","","Receivers","","14981"
"","","","","Amplifiers & Preamps","","14970"
"","","","","Equalizers","","3271"
"","","","Compact & Shelf Stereos","","","4787"
"","","Media Streamers","","","","168058"
"","","TV, Video & Audio Accessories","","","","14961"
"","","","TV & Video Accessories","","","184975"
"","","","","3D TV Glasses & Accessories","","175719"
"","","","","Antennas","","175835"
"","","","","Satellite Dishes","","175720"
"","","","","Antenna & Dish Mounting Gear","","149973"
"","","","","Projection Screens & Material","","48655"
"","","","","Video Cables & Interconnects","","32834"
"","","","","Projector Mounts & Stands","","71584"
"","","","","Satellite LNB Downconverters","","149971"
"","","","","Satellite Signal Multiswitches","","67880"
"","","","","Signal Amplifiers & Filters","","39803"
"","","","","Signal Finders","","67882"
"","","","","TV Stands & Mounts","","48656"
"","","","","Projector Lamps & Components","","71583"
"","","","Home Audio Accessories","","","184976"
"","","","","Audio Cables & Interconnects","","14964"
"","","","","Audio Cable Plugs & Jacks","","175721"
"","","","","Speaker Mounts & Stands","","61336"
"","","","Audio/Video Media Cleaning","","","258042"
"","","","","A/V Cleaning Cloths & Brushes","","258044"
"","","","","A/V Cleaning Solutions","","258045"
"","","","","A/V Cleaning Kits","","184610"
"","","","Audio/Video Media Repair","","","258046"
"","","","","A/V Buffing & Sanding Pads","","184612"
"","","","","A/V Repair Kits","","184613"
"","","","","A/V Repair Machines & Parts","","184614"
"","","","Blank Audio/Video Media","","","184637"
"","","","","Audio Tapes","","14962"
"","","","","CD, DVD & Blu-ray Discs","","175718"
"","","","","MiniDiscs","","149959"
"","","","","VHS Video Tapes","","149960"
"","","","Audio/Video Transmitters","","","149958"
"","","","Media Cases & Storage","","","64588"
"","","","Manuals & Resources","","","48644"
"","","","Remote Controls","","","61312"
"","","","Splitters & Combiners","","","149972"
"","","","TV Tools","","","184638"
"","","","","Crimpers","","184639"
"","","","","Strippers","","184640"
"","","","","Other TV Tools","","184641"
"","","","Video Glasses","","","163826"
"","","","Other TV, Video & Audio Accs","","","61395"
"","","TV, Video & Audio Parts","","","","71582"
"","","","Amplifier Parts & Components","","","122649"
"","","","Cassette Player Parts & Comp.","","","31197"
"","","","Rear-Projection TV Lamps","","","149975"
"","","","Record Player, Turntable Parts","","","64619"
"","","","Speaker Parts & Components","","","184647"
"","","","","Speaker Boxes","","21995"
"","","","","Speaker Frames","","185025"
"","","","","Speaker Magnets","","185026"
"","","","","Tweeters","","12903"
"","","","","Voice Coils","","185027"
"","","","","Woofers","","141262"
"","","","","Electronic Parts & Components","","169025"
"","","","","Repair Kits & Consumables","","169024"
"","","","","Speaker Building Components","","141249"
"","","","","Manuals","","96273"
"","","","","Other Speaker Parts & Comp.","","21997"
"","","","TV Boards, Parts & Components","","","163768"
"","","","Other TV, Video & Audio Parts","","","71585"
"","","Other TV, Video & Home Audio","","","","163829"
"","Vehicle Electronics & GPS","","","","","3270"
"","","GPS Units","","","","156955"
"","","GPS Accessories & Tracking","","","","139836"
"","","","GPS Antennas","","","73348"
"","","","GPS Cases & Skins","","","168103"
"","","","GPS Chargers & Batteries","","","175726"
"","","","GPS Holders & Mounts","","","73353"
"","","","GPS Screen Protectors","","","168104"
"","","","GPS Software & Maps","","","139837"
"","","","Tracking Devices","","","73362"
"","","","Other GPS Accs & Tracking","","","58049"
"","","12-Volt Portable Appliances","","","","73335"
"","","Car Alarms & Security","","","","48610"
"","","","Car Alarms & Security Systems","","","75390"
"","","","Car Keys & Transponders","","","94830"
"","","","Relays & Sensors","","","75389"
"","","","Replacement Remotes","","","71530"
"","","","Other Car Alarms & Security","","","60203"
"","","Car Audio","","","","175716"
"","","","Car Amplifiers","","","18795"
"","","","Car Audio In-Dash Units","","","39754"
"","","","Car CD Changers","","","39746"
"","","","Car Speakers & Speaker Systems","","","14936"
"","","","Car Subwoofers","","","18805"
"","","","Signal Processors","","","79839"
"","","","Other Car Audio","","","175717"
"","","Car Video","","","","48604"
"","","","Car Monitors w/Built-in Player","","","175712"
"","","","Car Monitors w/o Player","","","48606"
"","","","Rear View Monitors/Cams & Kits","","","149976"
"","","","Video In-Dash Units w/GPS","","","79834"
"","","","Video In-Dash Units w/o GPS","","","79835"
"","","","Other Car Video","","","48605"
"","","Car Audio & Video Installation","","","","32806"
"","","","Amplifier Kits","","","71527"
"","","","Capacitors","","","75386"
"","","","Connectors & Terminals","","","50549"
"","","","Dashboard Installation Kits","","","85806"
"","","","Distribution Blocks","","","50550"
"","","","Fuses & Fuse Holders","","","50551"
"","","","Interconnect Cables","","","94844"
"","","","Power & Speaker Wire","","","32810"
"","","","Speaker/Sub. Enclosures","","","50564"
"","","","Speaker/Sub. Grills & Accs","","","67773"
"","","","Wire Harnesses","","","64578"
"","","","Other Car A/V Installation","","","50552"
"","","Car Electronics Accessories","","","","60207"
"","","","Adapters","","","60208"
"","","","Audio/Video Remotes","","","12040"
"","","","Bluetooth, Handsfree Car Kits","","","175714"
"","","","Car Lighting","","","71536"
"","","","Power Inverters","","","58020"
"","","","Radio Antennas","","","50553"
"","","","Remote Start & Entry Systems","","","175713"
"","","","Replacement Faceplates","","","71535"
"","","","Other Car Electronics Accs","","","175715"
"","","Marine Audio","","","","168105"
"","","Radar & Laser Detectors","","","","14935"
"","","Other Vehicle Electronics","","","","1498"
"","Home Telephones & Accessories","","","","","3286"
"","","Answering Machines","","","","139968"
"","","Caller ID Devices","","","","15048"
"","","Corded Telephones","","","","41373"
"","","Cordless Telephones & Handsets","","","","33929"
"","","Cords, Cables & Adapters","","","","58353"
"","","Jacks & Plugs","","","","184642"
"","","Pagers","","","","3314"
"","","Telephone Batteries","","","","20034"
"","","Telephone Headsets","","","","84079"
"","","Home Telephone Parts","","","","9425"
"","Multipurpose Batteries & Power","","","","","48446"
"","","Battery Chargers","","","","48618"
"","","Battery Converters","","","","172011"
"","","Battery Testers","","","","79845"
"","","Heavy-Duty Voltage Converters","","","","175729"
"","","Multipurpose AC to DC Adapters","","","","88758"
"","","Power Cables & Connectors","","","","116852"
"","","Rechargeable Batteries","","","","48619"
"","","Single Use Batteries","","","","50602"
"","","Other Multipurpose Batteries","","","","79846"
"","Radio Communication","","","","","1500"
"","","Antennas","","","","183502"
"","","","CB Radio Antennas","","","48692"
"","","","Ham, Amateur Radio Antennas","","","4672"
"","","","Marine/Air Band Radio Antennas","","","175731"
"","","","Walkie Talkie/Two-Way Antennas","","","175732"
"","","","Other Radio Antennas","","","175733"
"","","CB Radios","","","","40054"
"","","Commercial Radios","","","","4669"
"","","Ham, Amateur Radio","","","","4670"
"","","","Ham Radio Amplifiers","","","163853"
"","","","Ham Radio Receivers","","","4673"
"","","","Ham Radio Transceivers","","","40065"
"","","","Ham Radio Transmitters","","","4675"
"","","","Other Ham Radio Equipment","","","96966"
"","","Marine & Aircraft Radios","","","","149987"
"","","Scanners","","","","40979"
"","","Shortwave Radios","","","","15051"
"","","Walkie Talkies, Two-Way Radios","","","","20381"
"","","Parts & Accessories","","","","183503"
"","","","Baluns & Chokes","","","175735"
"","","","Batteries & Chargers","","","48703"
"","","","Coax. Cables & Connectors","","","48704"
"","","","Code Keyers & Keys","","","48706"
"","","","Filters","","","175736"
"","","","Headsets & Earpieces","","","48705"
"","","","Manuals & Magazines","","","15050"
"","","","Meters","","","48701"
"","","","Microphones","","","48707"
"","","","Mounts","","","48694"
"","","","Oscillators","","","175737"
"","","","Power Supplies","","","48708"
"","","","Radio & Scanner Crystals","","","175738"
"","","","Speakers","","","48709"
"","","","Tubes","","","48710"
"","","","Tuners","","","48711"
"","","","Other Radio Communication Accs","","","40059"
"","","Other Radio Communication","","","","296"
"","Smart Glasses","","","","","178894"
"","Vintage Electronics","","","","","183077"
"","","Vintage Audio & Video","","","","175740"
"","","","8-Track Players","","","183078"
"","","","Laserdisc Players","","","3317"
"","","","Reel-to-Reel Tape Recorders","","","116868"
"","","","VCRs","","","15088"
"","","","Vintage Amplifiers & Tube Amps","","","73368"
"","","","Vintage Cassette Decks","","","71574"
"","","","Vintage Headphones","","","183074"
"","","","Vintage Preamps & Tube Preamps","","","67807"
"","","","Vintage Radios","","","50595"
"","","","Vintage Record Players","","","48649"
"","","","Vintage Speakers","","","50597"
"","","","Vintage Stereo Receivers","","","50596"
"","","","Vintage Televisions","","","73374"
"","","","Vintage Tuners & Tube Tuners","","","73382"
"","","","Vintage Parts & Accessories","","","175741"
"","","","","Vintage Blank Media","","163851"
"","","","","Vintage Capacitors","","71573"
"","","","","Vintage Manuals","","39996"
"","","","","Vintage Speaker & Horn Drivers","","73372"
"","","","","Vintage Transformers","","67815"
"","","","","Vintage Tubes & Tube Sockets","","64627"
"","","","","Other Vintage A/V Parts & Accs","","168088"
"","","","Other Vintage Audio & Video","","","175742"
"","","Vintage Calculators","","","","58042"
"","","Vintage Home Telephones","","","","182098"
"","","Other Vintage Electronics","","","","183079"
"","Mixed Lots","","","","","259701"
"","Other Consumer Electronics","","","","","175837"
"Crafts","","","","","","14339"
"","Art Supplies","","","","","11783"
"","","Collage Supplies","","","","183080"
"","","Drawing & Lettering Supplies","","","","183081"
"","","","Art Paper","","","57208"
"","","","Art Pastels","","","28107"
"","","","Art Pencils & Charcoal","","","28108"
"","","","Art Pens & Markers","","","28109"
"","","","Calligraphy Sets","","","41203"
"","","","Drawing & Calligraphy Inks","","","183082"
"","","","Drawing Boards & Tables","","","183083"
"","","","Drawing Accessories","","","183084"
"","","","","Artists' Mannequins","","183085"
"","","","","Art Projectors & Light Boxes","","183086"
"","","","","Blending Stumps & Tortillons","","183087"
"","","","","Stationery","","183088"
"","","","","Drawing Supplies Storage","","93606"
"","","","","Other Drawing Accessories","","183089"
"","","","Fixatives","","","183090"
"","","","Other Drawing Supplies","","","11784"
"","","Instruction Books & Media","","","","160640"
"","","Painting Supplies","","","","28110"
"","","","Airbrushing Supplies","","","183091"
"","","","","Airbrush Paints","","183092"
"","","","","Airbrush Parts","","183093"
"","","","","Spray Booths","","183094"
"","","","","Systems & Sets","","183095"
"","","","Artists Brushes","","","57209"
"","","","Canvas & Canvas Boards","","","125226"
"","","","","Canvas Rolls","","125227"
"","","","","Stretched Canvas & Boards","","125229"
"","","","","Canvas Stretcher Bars & Frames","","125228"
"","","","Easels","","","41204"
"","","","Encaustic Painting","","","111830"
"","","","Paint","","","183102"
"","","","","Acrylic Paint","","31401"
"","","","","Gouache","","134558"
"","","","","Oil Paint","","28112"
"","","","","Tempera","","183103"
"","","","","Spray Paint","","183104"
"","","","","Watercolor Paint","","28113"
"","","","","Mixed Media Paint Sets","","183105"
"","","","Paint by Numbers Kits","","","10900"
"","","","Paint Mediums & Varnishes","","","183096"
"","","","Primers & Sealers","","","183097"
"","","","Painting Tools & Accessories","","","183098"
"","","","","Palettes","","83931"
"","","","","Palette Knives","","54919"
"","","","","Color Wheels","","183099"
"","","","","Painting Stencils","","183100"
"","","","","Painting Supplies Storage","","54922"
"","","","","Other Painting Accessories","","183101"
"","","","Other Painting Supplies","","","11785"
"","","Printmaking","","","","183106"
"","","","Printmaking Inks","","","183107"
"","","","Block Printing Supplies","","","183108"
"","","","","Linoleum","","183109"
"","","","","Linoleum Cutters","","183110"
"","","","","Block Printing Brayers","","183111"
"","","","","Block Printing Sets & Kits","","183112"
"","","","Screen Printing","","","183113"
"","","","","Screen Printing Frames","","183114"
"","","","","Screen Printing Squeegees","","183115"
"","","","","Screen Printing Sets & Kits","","183116"
"","","","Other Printmaking","","","183117"
"","","Other Art Supplies","","","","16508"
"","Beads & Jewelry Making","","","","","31723"
"","","Beads","","","","146290"
"","","Cabochons","","","","101436"
"","","Charms & Pendants","","","","83891"
"","","Jewelry Making Cord & Wire","","","","150059"
"","","Jewelry Findings","","","","150046"
"","","","Bead Caps","","","160678"
"","","","Bracelet Bases","","","183691"
"","","","Cufflink Blanks","","","150050"
"","","","Earring Findings","","","150051"
"","","","Eye Pins & Head Pins","","","150054"
"","","","Hair Accessory Findings","","","150061"
"","","","Jewelry Clasps & Hooks","","","150049"
"","","","Jewelry Connectors & Bails","","","150047"
"","","","Jewelry Crimps & Cord Ends","","","150052"
"","","","Jewelry Making Chains","","","150069"
"","","","Jump Rings & Split Rings","","","150055"
"","","","Necklace Bases","","","150056"
"","","","Pin Backs & Brooch Components","","","150048"
"","","","Ring Blanks & Ring Bases","","","150058"
"","","","Spacer Beads & Stoppers","","","146301"
"","","","Other Craft Jewelry Findings","","","150085"
"","","Beading & Jewelry Kits","","","","162090"
"","","","Beading Kits","","","162091"
"","","","Jewelry Making Kits","","","162096"
"","","Instruction Books & Media","","","","162095"
"","","Bead Storage & Jewelry Display","","","","83893"
"","","Beading & Jewelry Making Tools","","","","160679"
"","","","Beading Boards, Mats & Trays","","","134290"
"","","","Beading Looms","","","183692"
"","","","Beading Needles","","","150057"
"","","","Jewelry Hammers","","","183693"
"","","","Jewelry Knotting Tools","","","183694"
"","","","Jewelry Loupes & Magnifiers","","","183695"
"","","","Jewelry Making Tweezers","","","183699"
"","","","Jewelry Pliers & Shears","","","134765"
"","","","Jewelry Punches & Stamps","","","183696"
"","","","Jewelry Saws & Blades","","","183698"
"","","","Ring Sizers & Stretchers","","","183697"
"","","","Jewelry Making Tool Sets","","","162089"
"","","Other Beads & Jewelry Making","","","","31726"
"","Fabric","","","","","28162"
"","Fabric Painting & Decorating","","","","","183118"
"","","Fabric Cutting Machines","","","","183119"
"","","Fabric Dyes","","","","183120"
"","","Fabric Paints & Markers","","","","134560"
"","","Fabric Transfers","","","","31730"
"","","Silk Painting","","","","31015"
"","","","Patterns & Instructions","","","31016"
"","","","Silk Painting Supplies","","","31019"
"","","Other Fabric Painting","","","","183121"
"","Glass & Mosaics","","","","","163778"
"","","Beach Glass - Machine-Tumbled","","","","150134"
"","","Beach Glass - Surf-Tumbled","","","","41221"
"","","Glass & Mosaic Tiles","","","","160646"
"","","Glass Art & Mosaic Supplies","","","","3100"
"","","","Books & Videos","","","117402"
"","","","Etching Supplies","","","163788"
"","","","Fusing Supplies","","","163789"
"","","","Glass Art Tools","","","3101"
"","","","Glass Blowing","","","116642"
"","","","Glass Cutters","","","116643"
"","","","Glass Grinding","","","116644"
"","","","Glass Kilns","","","117401"
"","","","Glass Paints","","","116645"
"","","","Grout, Glue & Substrates","","","162080"
"","","","Kits & Patterns","","","71182"
"","","","Mosaic Molds & Surfaces","","","163787"
"","","","Mosaic Tools","","","41372"
"","","","Soldering","","","116648"
"","","","Stained Glass Supplies","","","4770"
"","","","Other Glass Art Supplies","","","3099"
"","Handcrafted & Finished Pieces","","","","","71183"
"","","Beaded Items","","","","83889"
"","","Greeting Cards & Gift Tags","","","","146324"
"","","Dolls & Toys","","","","83905"
"","","Holiday","","","","160651"
"","","Home Décor & Accents","","","","160656"
"","","","Baskets","","","134306"
"","","","Candles & Holders","","","121831"
"","","","Pillows","","","83902"
"","","","Table Décor","","","168075"
"","","","Wall Hangings","","","83904"
"","","","Wood Items","","","108866"
"","","","Other Handcrafted Home Accents","","","160657"
"","","Handpainted Items","","","","71186"
"","","Mosaic/Stained Glass/Glass Art","","","","166721"
"","","Needle Arts & Crafts","","","","160659"
"","","","Dishcloths & Potholders","","","160660"
"","","","Granny Squares","","","134449"
"","","","Hand Crocheted Doilies","","","83907"
"","","","Hand Hooked Rugs","","","157034"
"","","","Hardanger","","","158460"
"","","","Latch Hooked Rugs","","","157028"
"","","","Scarves, Hats & Accessories","","","160661"
"","","","Socks & Slippers","","","160662"
"","","","Tatting & Lace","","","160663"
"","","","Wool & Needlefelted Items","","","160664"
"","","","Woven, Rag & Braided Rugs","","","160665"
"","","","Other Needle Arts & Crafts","","","71184"
"","","Paper Crafts","","","","160666"
"","","Quilts","","","","116649"
"","","Other Handcrafted Pieces","","","","57738"
"","Home Arts & Crafts","","","","","160667"
"","","Basketry & Chair Caning","","","","134304"
"","","","Cane, Reed & Weaving Materials","","","183688"
"","","","Basketry Handles, Hoops & Rims","","","183686"
"","","","Cane Webbing","","","183687"
"","","","Basketry Bases & Frames","","","183685"
"","","","Chair Caning Pegs & Wedges","","","183689"
"","","","Chair Caning Spline","","","183690"
"","","","Basketry & Chair Caning Tools","","","183684"
"","","","Basketry & Chair Caning Kits","","","183682"
"","","","Basketry & Chair Caning Guides","","","183673"
"","","","Other Basketry & Chair Caning","","","3087"
"","","Candle Making & Soap Making","","","","183683"
"","","","Candle Wax","","","134295"
"","","","Candle Molds","","","41207"
"","","","Candle Wicks","","","28120"
"","","","Soap Bases","","","28118"
"","","","Soap Butters & Carrier Oils","","","48094"
"","","","Soap Molds","","","28116"
"","","","Candle & Soap Botanicals","","","48093"
"","","","Candle & Soap Dyes & Pigments","","","134300"
"","","","Candle & Soap Making Chemicals","","","83896"
"","","","Candle & Soap Pouring Pots","","","183675"
"","","","Candle Embeds & Soap Embeds","","","28115"
"","","","Essential Oils & Fragrances","","","41268"
"","","","Jars & Containers","","","41368"
"","","","Candle & Soap Making Tools","","","183674"
"","","","Candle & Soap Making Kits","","","41205"
"","","","Bags & Packaging","","","83895"
"","","","Candle & Soap Making Guides","","","146309"
"","","","Other Candle & Soap Supplies","","","3089"
"","","Decorative & Tole Painting","","","","183126"
"","","","Patterns & Instructions","","","28127"
"","","","Ready to Paint Items","","","28128"
"","","","Stencils","","","41214"
"","","","Tole Decals & Transfers","","","41215"
"","","","Other Tole Painting Supplies","","","1364"
"","","Floral Crafts","","","","16491"
"","","","Artificial & Silk Flowers","","","16494"
"","","","Floral Wire","","","153974"
"","","","Floral & Greening Pins","","","183679"
"","","","Floral Forms, Bases & Frames","","","16498"
"","","","Dried Botanicals & Potpourri","","","160648"
"","","","","Dried Flowers","","16493"
"","","","","Dried Fruits","","183676"
"","","","","Dried Greenery","","183677"
"","","","","Dried Pods","","134565"
"","","","","Dried Seeds","","183678"
"","","","Floral Tape & Adhesives","","","183681"
"","","","Floral Craft Tools","","","183680"
"","","","Floral Craft Guides","","","16496"
"","","","Other Floral Craft Supplies","","","3097"
"","","Framing & Matting","","","","37573"
"","","","Frames & Supplies","","","37575"
"","","","Framing Mats","","","37576"
"","","","Mat Cutting Tools & Supplies","","","37574"
"","","","Other Framing & Matting","","","11786"
"","","Metalworking","","","","41369"
"","","Upholstery Tools & Equipment","","","","113355"
"","","Wall Décor & Tatouage","","","","75575"
"","","Woodworking","","","","3127"
"","","","Instruction Books & Media","","","183149"
"","","","Wood Burning Pens","","","183150"
"","","","Wood Carving Hand Tools","","","160677"
"","","","Wood Turning Hand Tools","","","160673"
"","","","Wood Project Kits","","","183151"
"","","","","Wood Burning Kits","","183152"
"","","","","Wood Carving Kits","","183153"
"","","","","Wood Turning Kits","","183154"
"","","","","Other Project Kits","","3129"
"","","","Wood & Project Materials","","","183155"
"","","","","Carving Roughouts","","183156"
"","","","","Carving Wood","","183157"
"","","","","Dowels","","183158"
"","","","","Inlay","","183159"
"","","","","Turning Blanks","","71235"
"","","","","Woodworking Lumber","","84011"
"","","","","Other Wood & Project Materials","","183160"
"","","","Other Woodworking Supplies","","","183161"
"","","Other Home Arts & Crafts","","","","160669"
"","Kids' Crafts","","","","","116652"
"","","Bead Kits","","","","134567"
"","","Craft Books","","","","134568"
"","","Craft Kits","","","","116655"
"","","Drawing & Painting","","","","160717"
"","","","Crayons","","","116653"
"","","","Paint Sets","","","134569"
"","","","Pens & Markers","","","116656"
"","","","Other Kids' Drawing & Painting","","","160718"
"","","Foam & Felt Shapes","","","","116654"
"","","Holiday","","","","160716"
"","","Stickers","","","","134570"
"","","Sand Art","","","","116657"
"","","Other Kids' Crafts","","","","28145"
"","Leathercrafts","","","","","28131"
"","","Leather Hides & Fur Pelts","","","","83938"
"","","Leathercraft Accessories","","","","183127"
"","","","Buckles","","","134571"
"","","","Conchos","","","48296"
"","","","Leather Lacing & Cords","","","71187"
"","","","Rings","","","113341"
"","","","Studs, Rivets & Tacks","","","71188"
"","","","Other Leathercraft Accessories","","","160670"
"","","Leathercraft Tools","","","","183128"
"","","","Bonding Tools & Glue","","","183129"
"","","","Carving Tools & Stamps","","","183130"
"","","","Edge Slickers/Groovers","","","183131"
"","","","Grommet Tools/Setters","","","183132"
"","","","Hammer & Mallets","","","183133"
"","","","Hollow Punching Tools","","","183134"
"","","","Lacing Needles","","","183135"
"","","","Leather Cutting Tools","","","183136"
"","","","Leather Measuring Tools","","","183137"
"","","","Leather Threads","","","183138"
"","","","Sewing Awls","","","183139"
"","","","Stitching Horses","","","183140"
"","","","Other Leather Tools","","","28133"
"","","Leather Treatments & Paints","","","","183141"
"","","","Conditioners & Treatments","","","183142"
"","","","Daubers/Applicators","","","183143"
"","","","Leather Paints & Finishes","","","183144"
"","","","Polishing & Creasing Tools","","","183145"
"","","","Sets & Kits","","","183146"
"","","","Other Leather Treatments","","","183147"
"","","Patterns & Instructional Media","","","","183148"
"","","Other Leathercraft Supplies","","","","146334"
"","Multi-Purpose Craft Supplies","","","","","28102"
"","","Adhesives & Tape","","","","183122"
"","","","Craft Tape","","","122694"
"","","","Mounting Tape","","","183123"
"","","","Glue Guns & Sticks","","","183124"
"","","","Glues & Pastes","","","161586"
"","","","Magnetic Strips","","","184494"
"","","","Other Adhesives & Tape","","","183125"
"","","Craft Markers & Pens","","","","11790"
"","","Crafting Paper","","","","183180"
"","","","Construction Paper","","","183181"
"","","","Decoupage Tissue Paper","","","183182"
"","","","Metallic & Foiled Paper","","","183183"
"","","","Mixed Lots","","","84000"
"","","","Other Crafting Paper","","","183184"
"","","Crafting Pieces","","","","160704"
"","","","Blown Eggs","","","116639"
"","","","Bottle Caps","","","183162"
"","","","Buttons","","","31732"
"","","","Chipboard Sheets","","","183163"
"","","","Clothespins","","","183164"
"","","","Craft Bells","","","116640"
"","","","Craft Shells","","","3120"
"","","","Eyelets","","","28137"
"","","","Feathers","","","41199"
"","","","Felt Sheets","","","111800"
"","","","Flatback Charms & Cabachons","","","183165"
"","","","Flower Embellishments","","","183166"
"","","","Foam Sheets","","","8434"
"","","","Glitter","","","122689"
"","","","Gold & Metal Leafing Sheets","","","54829"
"","","","Gourds","","","41201"
"","","","Papier Mâché Pieces","","","184567"
"","","","Pine Cones","","","103479"
"","","","Pipe Cleaners","","","183167"
"","","","Pom Poms","","","183168"
"","","","Raffia, Wire & Cord","","","83888"
"","","","Resin Craft Molds & Supplies","","","162078"
"","","","Rhinestones","","","111834"
"","","","Ribbon","","","71224"
"","","","Sequins","","","183169"
"","","","Stickers","","","11794"
"","","","Styrofoam Forms","","","41200"
"","","","Tin & Metal Pieces","","","117400"
"","","","Wiggle Eyes","","","183170"
"","","","Wine Corks","","","71177"
"","","","Wooden Pieces","","","71178"
"","","","Other Craft Pieces","","","160705"
"","","Crafting Tools","","","","183171"
"","","","Badge/ Button Makers","","","71176"
"","","","Bone Folders","","","183172"
"","","","Craft Tweezers","","","122718"
"","","","Cutting Tools","","","183173"
"","","","","Craft Knives & Blades","","83982"
"","","","","Cutters & Trimmers","","183174"
"","","","","Cutting Mats","","183175"
"","","","","Paper Punches","","183176"
"","","","","Scissors & Paper Edgers","","183177"
"","","","","Sets","","83987"
"","","","","Other Cutting Tools","","183178"
"","","","Eyelet Setters","","","134628"
"","","","Other Crafting Tools","","","183179"
"","","Organization & Storage","","","","146396"
"","","","Craft & Paper Racks","","","146402"
"","","","Craft Carts","","","146400"
"","","","Craft Totes","","","183188"
"","","","Photo Organizers","","","146399"
"","","","Plastic Satchel Organizers","","","183186"
"","","","Other Craft Storage","","","183187"
"","","Stencils & Templates","","","","183185"
"","","Other Multi-Purpose Crafting","","","","75564"
"","Needlecrafts & Yarn","","","","","160706"
"","","Crocheting & Knitting","","","","3094"
"","","","Crochet Hooks","","","28140"
"","","","Crochet Kits","","","108867"
"","","","Crochet Thread","","","83906"
"","","","Knitting Boards & Looms","","","113343"
"","","","Knitting Kits","","","108868"
"","","","Knitting Needles","","","71215"
"","","","Machine Knitting","","","146370"
"","","","","Knitting Machines","","28146"
"","","","","Machine Knitting Patterns","","146375"
"","","","","Machine Knitting Yarn","","146378"
"","","","","Machine Parts & Needles","","146376"
"","","","","Other Machine Knitting","","146377"
"","","","Notions & Tools","","","160708"
"","","","Patterns-Contemporary","","","41228"
"","","","Patterns-Vintage","","","150135"
"","","","Totes & Cases","","","83927"
"","","","Other Crocheting & Knitting","","","954"
"","","Embroidery & Cross Stitch","","","","28141"
"","","","Embroidery Machines","","","71196"
"","","","Embroidery Machine Supplies","","","160724"
"","","","","Design Cards & CDs","","41383"
"","","","","Digitizing Software","","71197"
"","","","","Embroidery Machine Needles","","134586"
"","","","","Embroidery Machine Parts","","183194"
"","","","","Embroidery Machine Patterns","","146356"
"","","","","Machine Bobbins & Thread","","83920"
"","","","","Hoops & Placement Tools","","41384"
"","","","","Stabilizers","","41386"
"","","","","Other Machine Embroidery","","160725"
"","","","Hand Embroidery Cloth & Canvas","","","183195"
"","","","","Embroidery Cloth/Fabric","","183196"
"","","","","Plastic Canvas","","19159"
"","","","","Stamped Linens","","75566"
"","","","Hand Embroidery Floss & Thread","","","28144"
"","","","Hand Embroidery Kits","","","183197"
"","","","","Crewel Embroidery Kits","","116610"
"","","","","Cross Stitch Kits","","34017"
"","","","","Hardanger Kits","","158459"
"","","","","Needlepoint Kits","","3109"
"","","","","Punch Needle Kits","","160719"
